customer_content_id,customer_content_name,customer_content_status,customer_content_type,customer_name,partner_name,approval_date,interview_url,note_count,note_titles,all_note_bodies_markdown
4a343ab9-be84-4de2-997a-7e01709d7409,Flycoder case study - control without drag,Approved,Case study,,Joseph Chiang,2025-09-01,,1,Case study - Control without drag,"# Case study - Control without drag

Current version online

<https://twenty.com/case-studies/act-immi-story>

New version to update

# Burned by Vendor Lock-in, AC&T Built a CRM They Actually Own

AC&T Education Migration (<https://www.actimmi.com/?lang=en>) is an education agency based in Australia. They help international students with their applications to education providers and to get their visas. They had been using their previous CRM until the vendor decided to shut down their system. They were left with nothing but a CSV export.

It was a wake-up call. Whatever came next had to be something they could own.

>

*""They didn't want to learn someone else's system. They wanted to keep working the way they already did and make it smoother.""* Joseph Chiang, CRM Engineer, AC&T Education Migration

## No More Renting Someone Else's Structure

They started looking for replacements: Salesforce, Zoho, Pipedrive and SuiteCRM. Each one came with the same tradeoffs: too expensive, too rigid, or too generic. More importantly, none of them solved the underlying problem. They were still renting a structure they didn't control.

Flycoder, a full-stack development partner specializing in web, mobile, and CRM solutions, stepped in to help. Together they set up Twenty as a self-hosted instance, shaped entirely around how AC&T actually operates.

The data model was built around students, not around a generic contact-and-deal pipeline. Statuses update automatically: a workflow runs every night to keep enrollment records current without anyone having to touch them. Automated email reminders handle important dates. Adding a new record takes under a minute.

The result was a system that fit the way AC&T already worked, rather than one they had to adapt to.

## Control Without the Overhead

The self-hosted setup means AC&T carries no vendor risk. There is no pricing model that can change, no platform that can disappear, no forced migration. The system is theirs.

And because everything is built on Twenty's open foundation, Flycoder could wire up exactly the logic AC&T needed without working around the platform to do it.

## The Result

CRM costs dropped by more than 90%. The manual overhead that came with their old system is gone. And for the first time, AC&T has a CRM they will never lose again.

They didn't just replace a tool. They took back ownership of how their business runs.
"
64acfb97-7af3-43ea-8f6c-ca028eea6319,Wintactix partner quote,Approved,Customer quote | Partner quote,,Bertrams Lukstins,2026-03-13,https://app.fireflies.ai/view/Bertrams-Lukstins-Stephanie-Joly::01KJYXY9S7FS1YR5QCPFFXASH7,1,Partner quote,"# Partner quote

*""The flexibility is just amazing. Literally, there's nothing you cannot do. You can create objects, access everything through the API, pull notes and send them to the portal. Try doing that in HubSpot. No way. It's the true ability to build exactly what's actually needed.""* Bertrams, Founder, Wintactix
"
7295833a-12ec-426e-96a5-11e4e732edd1,Elevate Consulting quotes,Approved,Customer quote,Elevate Consulting Inc.,,2026-03-26,https://app.fireflies.ai/view/Justin-Beadle-from-Elevate-Consulting-Stephanie-Joly::01KKEK8VGD9P5SJNJG1VWVVRXB,3,1st quote | 2nd quote | 3rd quote,"# 1st quote

""Twenty is awesome. The product, the support, everything. Thank you so much.""


---

# 2nd quote

 *""It is just such a nicer experience than dealing with a Salesforce or a HubSpot. My mission has been to get every tool API-accessible, so everything talks to each other. Twenty made that possible in a way older CRM platforms simply do not.""* Justin Beadle, Director of Digital and Information, Elevate Consulting


---

# 3rd quote

*""Because Twenty's API is fully open, I could connect it to every other tool in our stack. When a proposal is won, what used to take four people manually setting things up across four different tools now happens in a single click. That is the kind of time saving that only becomes possible when everything is connected.""* Justin Beadle, Director of Digital and Information, Elevate Consulting
"
76fe7d16-7bd3-44ee-9c5c-b1104994bb53,NetZero Customer quote - iterate at AI speed,Approved,Customer quote,Olivier Reinaud,,2026-03-22,,1,iterate at AI speed,"# iterate at AI speed

> *""The flexibility is really what made the difference. Our needs evolve very fast. I discover a new need and in two clicks I can address it. That is a real advantage when you are moving quickly.""* Olivier Reinaud, co-founder of NetZero
"
7b1442fa-98cc-456d-a1d7-5b04fae94717,Alternative Partners - Partner Quote,Approved,Partner quote,Alternative Partners,Benjamin Reynolds,2026-03-16,,1,Partner Quote,"# Partner Quote

# Partner Quote (for partner page)

>

*""Twenty gives you the kind of flexibility that actually changes what you can offer your clients. The dev experience is clean, the APIs are open, and when something needs to be customized, you can just do it. There's no fighting the platform.""* Benjamin Reynolds, Principal and Founder, Alternative Partners
"
94a13d7e-7901-48fb-a127-6ad2eca35add,W3 Villa customer quote - solid foundations,Approved,Customer quote,w3villa.com,Ishank Gupta,2026-03-09,https://docs.google.com/document/d/1buCqlLL06PWHS6vB_Hls__LiQyE05k-0OGqwTY069F4/edit?tab=t.0#heading=h.50cwfancnegg,1,Customer quote,"# Customer quote

*""We didn't want to patch over the problem. We wanted to build something institutions could rely on at scale, and that meant starting from a foundation solid enough to support the full complexity of what we had in mind.""* Amrendra Pratap Singh, VP of Engineering at W3villa Technologies, (<https://www.linkedin.com/in/iamamrendra/>)
"
9e40e8fe-811f-4d8c-bfc5-03c04fa29238,Elevate Consulting case study,Approved,Case study,Elevate Consulting Inc.,,2026-03-26,https://app.fireflies.ai/view/Justin-Beadle-from-Elevate-Consulting-Stephanie-Joly::01KKEK8VGD9P5SJNJG1VWVVRXB,2,Case study - control without drag angle - VALIDATED  | Case study - control without drag angle V1,"# Case study - control without drag angle - VALIDATED

**Twenty as the API Backbone of a Go-to-Market Stack**

Elevate Consulting is a management consultancy based in Canada. When Justin Beadle, Director of Digital and Information joined, the company ran entirely on Word documents, Excel spreadsheets, sticky notes, emails, and reliance on people. No CRM, no API-accessible tools, a patchwork to create a single source of truth. 

The CEO had resisted bringing in a CRM for years. The business development team had no experience using one, and the licensing costs of available and well-known CRMs like Salesforce or HubSpot were hard to justify without any guarantee of adoption: CRMs are only as good as the maintenance of the data contained within them.

In June 2025, Justin got informed of Twenty V1 being released. Within two or three days, the CEO asked him to look into setting up a CRM. Why the sudden shift? It was the potential of what could be built on top of fully open APIs. The timing was perfect. 

 *""It is just such a nicer experience than dealing with a Salesforce or a HubSpot. My mission has been to get every tool API-accessible, so everything talks to each other. Twenty made that possible in a way older CRM platforms simply do not.""* Justin Beadle, Director of Digital and Information, Elevate Consulting 

**One API to Rule Them All**

Justin's broader mission at Elevate has been to move the company off static documents and onto tools with API access. By the end of 2025, that was done: time billing, resource planning, Microsoft Teams, and project management all accessible via API, with Twenty at the center holding client and opportunity data. This was a significant shift to team members using the available information strategically. 

This opened the door to something more powerful. Justin built a custom front end that pulls live data from all those systems into a single view, tailored to each role in the company. When a proposal is won, what used to require four separate people manually setting up instances across four different tools now happens in a single click, drawing on data collected in Twenty across the whole opportunity lifecycle. Again, another shift to higher value add work for their clients. 

Twenty is not just where the CRM data lives. It is the API backbone that makes the rest of the stack possible.

*""Because Twenty's API is fully open, I could connect it to every other tool in our stack. When a proposal is won, what used to take four people manually setting things up across four different tools now happens in a single click. That is the kind of time saving that only becomes possible when everything is connected.""* Justin Beadle, Director of Digital and Information, Elevate Consulting

 

**Workflows That Actually Get Used**

The business development team finally had the CRM they had been asking for. Adoption came naturally: their data was already there when they logged in.

Justin built workflows to handle notifications across the team, alerting the right people in Teams when a prospect becomes a lead or when project milestones are reached. Forms in Twenty let the business development team log activity without leaving the tool. The impact is real for this organization – the tool has been adaptable to all levels of the organization right from managing at an opportunity at a client level to managing executive level decisions. 

The flexibility to wire all of this together, without outside help and without fighting the platform, is what made it possible for a single person to stand up and maintain a connected stack across an entire consultancy.

 

**What Is Next**

Elevate's CEO was so impressed with Twenty he started recommending it to clients before the internal setup was even complete. The team is now exploring bringing Twenty to client projects as part of their consulting practice, including as the backend for custom-built products tailored to specific operational needs.

For a firm that once ran on sticky notes, this is more than an upgrade, it is a complete transformation.


---

# Case study - control without drag angle V1

# Twenty as the API Backbone of a Go-to-Market Stack

Elevate Consulting is a management consultancy based in Canada. When Justin Beadle joined as Director of Digital and Information, the company ran entirely on Word docs, Excel spreadsheets, sticky notes, and emails. No CRM, no API-accessible tools, no single source of truth.

The CEO had resisted bringing in a CRM for years. The business development team had no experience using one, and the licensing costs of Salesforce or HubSpot were hard to justify without any guarantee of adoption.

In June 2025, Justin got informed of Twenty V1 being released. Within two or three days, the CEO asked him to look into setting up a CRM. The timing was perfect. What sealed it was the potential of what could be built on top of fully open APIs.

>

*""It is just such a nicer experience than dealing with a Salesforce or a HubSpot. My mission has been to get every tool API-accessible so everything talks to each other. Twenty made that possible in a way older CRM platforms simply do not.""* Justin Beadle, Director of Digital and Information, Elevate Consulting

## One API to Rule Them All

Justin's broader mission at Elevate has been to move the company off static documents and onto tools with API access. By the end of 2025, that was done: time billing, resource planning, Microsoft Teams, and project management all accessible via API, with Twenty at the center holding client and opportunity data.

That opened the door to something more powerful. Justin built a custom front end that pulls live data from all of those systems into a single view, tailored to each role in the company. When a proposal is won, what used to require four separate people manually setting up instances across four different tools now happens in a single click, drawing on data collected in Twenty across the whole opportunity lifecycle.

Twenty is not just where the CRM data lives. It is the API backbone that makes the rest of the stack possible.

>

*""Because Twenty's API is fully open, I could connect it to every other tool in our stack. When a proposal is won, what used to take four people manually setting things up across four different tools now happens in a single click. That is the kind of time saving that only becomes possible when everything is connected.""* Justin Beadle, Director of Digital and Information, Elevate Consulting

## Workflows That Actually Get Used

The business development team finally had the CRM they had been asking for. Adoption came naturally: their data was already there when they logged in.

Justin built workflows to handle notifications across the team, alerting the right people in Teams when a prospect becomes a lead or when project milestones are reached. Forms in Twenty let the business development team log activity without leaving the tool.

The flexibility to wire all of this together, without outside help and without fighting the platform, is what made it possible for a single person to stand up and maintain a connected stack across an entire consultancy.

## What Is Next

Elevate's boss was so impressed with Twenty that he started recommending it to clients before the internal setup was even complete. The team is now exploring bringing Twenty to client projects as part of their consulting practice, including as the backend for custom-built products tailored to specific operational needs.

For a firm that started with sticky notes, that is a significant shift.
"
a2e20d4d-d5af-4266-a040-538d9134aa5b,NetZero customer quote - general,Approved,Customer quote,Olivier Reinaud,,2026-03-11,,1,NetZero - Customer Quote,"# NetZero - Customer Quote

""Twenty delivers on what CRMs should have always been: fairly priced software with a fully modular and customizable model, a clean and modern UI, granular permissions, automations, enterprise features… A compelling solution with high potential to rightfully disrupt the CRM market!"" Olivier Reinaud Co-founder & Managing Director at NetZero
"
a6c37b8e-3ba0-4a2e-afe9-d2dcaabbb4f9,ANCT,Under customer/partner review,Case study | Logo,L'immersion facilitée,,,https://app.fireflies.ai/view/Emmanuel-St-phanie::01KKVGWRQCGE8F8FPNGS2CA8H2,2,ANCT case study - FR version | ANCT case study - English version,"# ANCT case study - FR version

# Une agence gouvernementale française a choisi Twenty pour conserver sa souveraineté numérique

L'ANCT est une agence gouvernementale française. En son sein, l'Incubateur des Territoires conçoit et déploie des outils numériques pour les petites communes de France, des communes de moins de 3 500 habitants qui manquent souvent de budget et de ressources pour gérer leur propre infrastructure numérique. L'incubateur opère une dizaine de produits numériques distincts, chacun répondant à un besoin différent, déployés auprès de milliers de collectivités locales.

Lorsque l'équipe a commencé à chercher un CRM pour structurer ses opérations commerciales, le choix ne portait pas uniquement sur les fonctionnalités ou le prix. Il s'agissait d'une question de principes.

> *""Nous prônons l'open source et la souveraineté des données auprès des communes que nous accompagnons. Utiliser nous-mêmes un CRM qui ne respecte pas ces standards n'était tout simplement pas envisageable.""*\
> Emmanuel Chaffraix, Incubateur des Territoires, ANCT

***

## Remplacer des outils qui ne suffisaient plus

L'équipe utilisait une combinaison de Pipedrive, Brevo et Grist, un outil souverain de type tableur avancé. Au fur et à mesure que plusieurs équipes produit ont commencé à travailler en parallèle vers les mêmes interlocuteurs municipaux, la fragmentation est devenue un problème. Ces outils n'étaient ni souverains, ni open source, ni suffisamment flexibles pour soutenir les particularités de leur organisation.

Twenty est alors apparue comme la solution adaptée : open source, auto-hébergeable, et suffisamment flexible pour être configurée selon leurs besoins spécifiques.

***

## Un seul CRM, dix produits, 36 000 communes

Ce qui rend le déploiement de l'ANCT véritablement unique, c'est son échelle et sa complexité. L'incubateur pilote le développement commercial de dix produits numériques distincts, chacun avec sa propre équipe, mais tous en relation avec les mêmes interlocuteurs : maires et adjoints de petites communes françaises.

Twenty leur a permis de centraliser tout cela. Plutôt que chaque équipe produit gère ses contacts de manière isolée, elles opèrent désormais depuis un modèle de données partagé, avec une source de vérité unique pour chaque commune de France.

Les 36 000 communes françaises sont synchronisées dans Twenty, mises à jour quasi quotidiennement depuis le référentiel national. Une équipe cherchant toutes les communes d'un département donné peut les trouver instantanément. Ce n'était tout simplement pas possible auparavant.

Au fur et à mesure que la mutualisation progresse, l'objectif est que les dix équipes produit partagent la même instance CRM, chacune avec le niveau d'accès approprié aux données dont elle a besoin, sans interférer avec les autres.

***

## Auto-hébergé, souverain, et maître de ses données

L'ANCT opère Twenty sur sa propre infrastructure. Les données restent en France, sous leur contrôle, pleinement alignées avec les standards open source et de souveraineté qu'ils appliquent à chaque produit qu'ils recommandent aux communes.

La flexibilité pour faire évoluer le modèle de données au fil des besoins a été déterminante. Après une première tentative de reproduction à l'identique de leur ancienne configuration, trop complexe, ils sont repartis d'une base minimale, en ajoutant de la structure progressivement. C'est cette approche qui a permis l'adoption.

Pour une agence qui construit des outils numériques souverains pour les autres, utiliser un CRM qui fonctionne de la même manière était le seul choix cohérent.


---

# ANCT case study - English version

# When Data Sovereignty Is Not Optional: How a French Government Agency Chose Twenty

ANCT is a French government agency. Within it, the Incubateur des Territoires builds and deploys digital tools for small municipalities across France, communes of fewer than 3,500 inhabitants that often lack the budget and resources to manage their own digital infrastructure. The incubateur runs around ten distinct digital products, each serving a different need, deployed across thousands of local governments.

When the team started looking for a CRM to support their business development operations, the choice was not just about features or price. It was about principles.

> *""We promote open source and data sovereignty to the municipalities we serve. Using a CRM that does not meet those standards ourselves was simply not an option.""*\
> Emmanuel Chaffraix, Incubateur des Territoires, ANCT

***

## Replacing Tools That No Longer Fit

The team had been using a combination of Pipedrive, Brevo, and Grist, a sovereign spreadsheet-like tool, to manage their operations. As their go-to-market grew and their teams started working across multiple products toward the same municipal contacts, the fragmentation became a problem. The tools were not sovereign, not open source, and not flexible enough to handle the complexity of what they were building.

Twenty came out of a structured evaluation as the right fit: open source, self-hostable, and flexible enough to be shaped around their specific needs.

***

## One CRM, Ten Products, 36,000 Communes

What makes the ANCT setup genuinely distinctive is its scale and complexity. The incubateur manages business development across ten separate digital products, each with its own team, but all ultimately talking to the same interlocutors: mayors and deputy mayors of small French communes.

Twenty gave them the ability to bring all of that under one roof. Rather than each product team managing its own contacts in isolation, they can now operate from a shared data model, with a single source of truth for every municipality in France.

All 36,000 French communes are synchronized in Twenty, updated on a near-daily basis from the national referential. A team looking for all communes in a given department with fewer than 3,000 inhabitants can find them instantly. That was simply not possible before.

As their consolidation effort matures, the goal is for all ten product teams to share the same CRM instance, each with the right level of access to the data they need, without stepping on each other.

***

## Self-Hosted, Sovereign, and In Control

ANCT runs Twenty on their own infrastructure. The data stays in France, under their control, fully aligned with the open source and sovereignty standards they apply to every product they recommend to municipalities.

The flexibility to customize the data model as their needs evolve has been key. They started with a minimal field set after an early attempt at replicating their old setup field-for-field proved too complex. Iterating from a clean base, adding structure progressively, is what made adoption work.

For an agency that builds lean, sovereign digital tools for others, using a CRM that works the same way is not a nice-to-have. It is the only coherent choice.
"
c10e8f11-eefd-438d-9579-d20d0acb820e,James - App Partner quote,Approved,Partner quote,,James Bryant,2026-03-09,,1,Partner quote,"# Partner quote

""Twenty Apps let me package everything a nonprofit needs into a ready-to-deploy solution: the data model, the workflows, the permissions, the page layouts. I'm not starting from scratch for every client. I'm building a vertical product, and Twenty is the infrastructure underneath it.""
"
ccc08a2d-2fb0-4d65-b747-864c9d0135e8,Alternative Partners quote - iterate at AI speed,Approved,Case study | Logo,Alternative Partners,Benjamin Reynolds,2026-03-16,,1,Case study - iterate at AI Speed,"# Case study - iterate at AI Speed

# Case Study: From Salesforce to Self-Hosted Twenty, Powered by AI

Alternative Partners is a consulting firm that made the move from Salesforce to a self-hosted Twenty instance. The migration was led by Benjamin Reynolds, who originally became a Twenty expert by implementing Twenty for one of our first cloud customers.

His approach was unconventional by most standards. Rather than mapping fields manually, scripting transforms, and validating data step by step, he handed the job to agentic AI tools with a simple brief: here is where the data currently lives, here is the GitHub repo for the target platform, here is the Railway deployment. Start, and only come back if something breaks beyond a 70% confidence fix.

It worked.

This is what AI-assisted iteration looks like in practice. Not AI as a feature, but as an active part of the implementation workflow, compressing what would typically be weeks of migration work into something a single person can oversee without being bottlenecked by it.

The self-hosted setup also means Alternative Partners owns the full stack. No vendor access to their data, no dependency on a SaaS pricing model, full control over how the system evolves. That is the other side of the story: the migration was fast because of AI, and the result is durable because of open source.
"
fc67fb0b-7d8a-4a9c-88e2-668d4184d46f,Kunai case study,Under customer/partner review,Logo | Customer quote | Case study,Ruan Pethiyagoda,,,,1,"Case study ""control without drag” angle","# Case study ""control without drag” angle

# Kunai Left Salesforce and Built the CRM Their Business Actually Needed

Kunai is a US-based tech consulting agency working with major financial institutions. Internally though, their own systems had gotten out of hand.

At some point, like many companies in their space, they ended up on Salesforce. It did the job, but over time, the cost and friction started to outweigh the benefits. Customizing anything took too long [PLACEHOLDER: confirm timing with POC]. Integrations were clunky. Every renewal was a reminder they were paying for a lot they didn't use.

They didn't need more features. They needed something they could shape to fit how they actually worked, without the overhead of a platform that wasn't built for them.

>

*""We weren't looking for more features. We wanted something leaner that we could actually understand, shape and quickly iterate on. And put an end to those crazy prices.""* Ruan, Chief Strategy Officer, Kunai

So they switched to Twenty in 2024. The main reason was simple: they wanted to control their stack, not just rent it.

They moved early, before some features were even live, and wired Twenty into the rest of their tooling themselves. Windmill for workflows. Airtable for dashboards. Snowflake for custom data syncs. Everything talking to everything else over API, on their terms.

That's the thing about open source: there's no black box to work around. When something needed to change, they changed it. When they needed to connect a new tool, they connected it. The stack did exactly what they needed, and nothing more.

The result: Iteration became simple. CRM costs dropped by more than 90%. And Kunai's system finally fits the way Kunai actually works.

When Kunai was acquired by PwC in 2025, the question of tooling came back on the table. They chose to stay on Twenty. They didn't go back to Salesforce.
"
