Account id,Account name,Account website,Account domain,Description,Account picture,Size,Last interaction,Creation date,Modification date,Hotness,Last interaction type,Last interaction date,Last email date,Last meeting date,Social profile type,Social profile url,Social profile username,Social profile 2 type,Social profile 2 url,Social profile 2 username,Social profile 3 type,Social profile 3 url,Social profile 3 username,Social profile 4 type,Social profile 4 url,Social profile 4 username,Social profile 5 type,Social profile 5 url,Social profile 5 username,LinkedIn,Twitter,Facebook,Street,Zip/Postal code,City,State/Region,Country,Street 2,Zip/Postal code 2,City 2,State/Region 2,Country 2,Street 3,Zip/Postal code 3,City 3,State/Region 3,Country 3,Street 4,Zip/Postal code 4,City 4,State/Region 4,Country 4,Street 5,Zip/Postal code 5,City 5,State/Region 5,Country 5,Account email,Account emails,Phone,Mobile phone,Home phone,Fax phone,Phone numbers,Tags,Parent account name,Org nummer,Employees,Manager,Note,One liner,Subject mail,monthly cost,SlackThread_id,Need,Status,Pains,reviewSummary,reviewRating,Champion
13408913,Proventia,http://proventia.no,proventia.no,,https://logo.salesflare.com/0276284ac4787903879c85454cd67880--c97520eb1bc609933983490cfbdc25d5,,2025-12-10 09:00:00,2024-05-29 10:26:39,2025-12-15 00:00:00,,meeting-live,2025-12-10 09:00:00,2025-12-08 11:31:02,2025-12-10 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12825337,Espen Wenås,,,,https://logo.salesflare.com/48822774c6adcbf2cf34071157cf8cb9--2d614612a8edb92eb4b6f4751f6332ab,,2025-12-05 09:17:30,2024-02-01 15:24:38,2025-12-12 00:00:00,,email,2025-12-05 09:17:30,2025-12-05 09:17:30,2024-06-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14516783,NewCo,,,,https://logo.salesflare.com/282b2106057fba7104049090af8f4295--6e6cd3d03664a23a1d6493004163141b,,2025-12-04 09:28:17,2025-09-15 07:13:31,2025-12-11 00:00:00,,email,2025-12-04 09:28:17,2025-12-04 09:28:17,2025-10-03 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12905788,Casa Inferno As,,,,https://logo.salesflare.com/c5a3ebc8d6a33ebcf7a44a3611fa0391--f3125f56068c3ca1c12975d10fc0f590,,2025-11-27 11:17:37,2024-02-27 09:56:40,2025-12-04 00:00:00,,email,2025-11-27 11:17:37,2025-11-27 11:17:37,2025-10-10 08:30:00,,,,,,,,,,,,,,,,,,,Vestregata 2,9008,TROMSØ,TROMS OG FINNMARK,,,,,,,,,,,,,,,,,,,,,,post@casainferno.no,post@casainferno.no,+47 77 68 09 95,,,,+47 77 68 09 95,"Calendly, import_2024-02-27_09:50:00, Followup, Expandic",,913966422,24,Giacomo Reggianini,,,,,,,,1. Manuell opplæring,,,
13491058,Wrightegaarden,http://wrightegaarden.no,wrightegaarden.no,,https://lib.salesflare.com/avatars/accountea303b4530f9e545defdced44ab0f615bd9412d0805fe4e345fea2f8fec85ad1.png?modified=1720445125604,,2025-11-26 18:15:37,2024-07-08 10:05:55,2025-12-03 00:00:00,,email,2025-11-26 18:15:37,2025-11-26 18:15:37,2025-04-16 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kunde, import_2024-07-08_10:05:01",,,,,,,,,,,,,,,
12825658,Kiosken bar,,,,https://logo.salesflare.com/cf79a9878b165f7c32dff97c68c71740--4506638a801abcfc6d6d693dec59faad,,2025-11-25 11:46:54,2024-02-01 16:23:30,2025-12-02 00:00:00,,email,2025-11-25 11:46:54,2025-11-25 11:46:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup,,,,,,,,,1729848099,,,,,,
14385838,Espen fjeldberg,,,,https://logo.salesflare.com/0cfc34b36603eb4fc2df8258cab0de9c--7e998169e61f7784e24e0319fc514408,,2025-11-18 22:17:51,2025-08-21 18:54:53,2025-11-28 15:25:17,,email,2025-11-18 22:17:51,2025-11-18 22:17:51,2025-06-27 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13708780,TESTY TEST AS,,,"dette er en test, får du feilmelding?",https://logo.salesflare.com/706cf4f189d47a8cdb8e6ed0a83f9594--68eaaeff932a79d13dec977da021688a,,2025-11-14 05:44:24,2024-09-26 11:28:34,2026-01-07 13:27:16,,email,2025-11-14 05:44:24,2025-09-12 10:25:15,2025-02-08 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test123@testesen456.no,test123@testesen456.no,,,,,,"Calendly, Maskineriet, Proposal made",,,,,,,,,,,,,,,
13700132,FJELDS-MAT AS,,,Litet kafe,https://logo.salesflare.com/1d87ad7cb20239d85916559ea0984c1b--3570425f91c2bc0fbdcc3b5161f4001c,10,2025-11-06 09:00:00,2024-09-20 08:37:37,2025-11-28 15:19:23,,meeting-live,2025-11-06 09:00:00,2025-08-22 08:58:14,2025-11-06 09:00:00,,,,,,,,,,,,,,,,,,,"Skolegata 12, 2150 Årnes",,,,,,,,,,,,,,,,,,,,,,,,,mf@fjelds-mat.no,mf@fjelds-mat.no,,,,,,"Calendly, Maskineriet, Onboarding",,922257345,,Malgorzata Magdalena Fjeld,,,,,,,,,,,
14387182,Pernille Kafe,https://pernillekafe.no,pernillekafe.no,,https://logo.salesflare.com/2904f2614effc7220de9949a132014c4--0dc17ac999f52dc23047d6977ada9f13,35,2025-10-31 14:45:00,2025-08-22 12:58:34,2025-11-28 15:25:18,,meeting-live,2025-10-31 14:45:00,2025-10-30 17:34:18,2025-10-31 14:45:00,,,,,,,,,,,,,,,,,,,Nilsheglandsvei 45,4735,Evye,Agder,Norway,,,,,,,,,,,,,,,,,,,,,post@pernillekafe.no,post@pernillekafe.no,+47 37 93 00 69,,,,+47 37 93 00 69,,,968913190,35,Therese Janson,,,,995,,,Closed - Won,,,,
12906084,Sjøkanten Cafe,https://www.sjokantencafe.no,sjokantencafe.no,,https://logo.salesflare.com/becfed0b5d492be9b492053307110ebc--aeac8b8718743f14cc866b27e5abb27140e5887e38bb37c36df9deb888b44fc2,,2025-10-31 11:50:08,2024-02-27 09:58:22,2025-11-28 15:12:28,,email,2025-10-31 11:50:08,2025-10-31 11:50:08,2025-10-13 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57860444,,,,"57860444, +47 92 44 20 83",,,912513718,28,Anita Førde,,,,,,,,1. Manuell opplæring,,,
13640484,Becks Brasseri & Bar Osebro,https://becksbrasserie.no,becksbrasserie.no,,https://logo.salesflare.com/da33149bc3a491fdbb55bfa0e248d035--06fdf95d69402c0e28fa8ed99587bd13b363d56feb3a9f93ab44ca8ac7f35063,,2025-10-31 11:27:36,2024-09-04 08:00:11,2025-11-28 15:18:49,,message,2025-10-31 11:27:36,2025-10-15 13:34:17,,facebook,https://www.facebook.com/BecksPorsgrunn,BecksPorsgrunn,,,,,,,,,,,,,,,https://www.facebook.com/BecksPorsgrunn,Storgata 176,,,,,,,,,,,,,,,,,,,,,,,,,porsgrunn@becksbrasserie.no,porsgrunn@becksbrasserie.no,,,,,,"Porsgrunn min by, Followup",,,,,,,,,,,,,,,
15003343,Bacalao Drift AS,,,,https://logo.salesflare.com/ccb741bf2222fd74f39d767ca86c6a93--a06c74e92f01828f30512822aa4e0c89,,2025-10-31 11:00:00,2025-10-02 11:13:18,2025-11-28 15:30:33,,meeting-live,2025-10-31 11:00:00,,2025-10-31 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eirik@bacalao.no,eirik@bacalao.no,+47 41 51 58 69,,,,+47 41 51 58 69,"Calendly, Expandic",,,,,,,,,,,,1. Manuell opplæring,,,
14397522,Yogurt Heaven,https://yht.no,yht.no,"Frozen Yogurt Shop
Du finner oss på Nord-Norges største kjøpesenter - Jekta storsenter
#yogurtheaventromsø #yogurtheaven🍦🥤🍓",https://lib.salesflare.com/avatars/accountae2936be0fdee83d049121babb2c02a6b2a83ecd0aa9a89deaa3f203ecf7a2f6.png?modified=1757068808387,,2025-10-30 11:00:00,2025-08-28 13:04:46,2025-11-03 00:02:19,,meeting-live,2025-10-30 11:00:00,2025-10-27 08:01:04,2025-10-30 11:00:00,,,,,,,,,,,,,,,,,,,Karlsøyvegen 12,9015,Tromsø,,Norway,,,,,,,,,,,,,,,,,,,,,,,47338311,,,,47338311,Followup,,999087248,,,Yogurt Heaven Tromsø As,,,,,,,,,,
12906013,BRYGGEN TRACTEURSTED AS,https://www.bryggentracteursted.no/,bryggentracteursted.no,"https://auth.tidsbanken.net/

Bedrift: 43320
Passord: yj46fj
Ansattnumme: 1027

Pin 7446",https://logo.salesflare.com/ee87cc10d56a93df01dcbf5d2c0cff3c--2de2efc22b9f3574fefda8de301bf91ef616191567404609e8be375e5198ca5c,,2025-10-30 09:44:21,2024-02-27 09:57:57,2025-11-28 15:12:28,,email,2025-10-30 09:44:21,2025-10-30 09:44:21,2025-03-27 11:30:00,,,,,,,,,,,,,,,,,,,Bryggestredet 2,5003,BERGEN,VESTLAND,,,,,,,,,,,,,,,,,,,,,,,,55336999,,,,55336999,"import_2024-02-27_09:50:00, Followup, Onboarding",,985406219,24,Eric Bernard Alfred Saudan,9 faste ansatte - sommersesong opp til 30 ansate - Onsdag til søndag i vinter sesong - 15 April starter alle dager - Sommer sesong start 17 -  -,,,,C08A6SVBYTW,,,,,,
14387192,Matfikseren As,,,,https://logo.salesflare.com/fb1afda5c6356510cd55949be567f3b0--f2b169e3a9ce8a193abac2e2f7b30e59,,2025-10-27 08:06:18,2025-08-22 13:05:48,2025-11-28 15:25:18,,email,2025-10-27 08:06:18,2025-10-27 08:06:18,2025-09-12 07:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elin@matfikseren.no,elin@matfikseren.no,+47 47 67 99 02,,,,+47 47 67 99 02,"Calendly, Followup, Proposal made, Expandic",,,,,,,,,,,,3. Kommunikasjon i flere kanaler,,,
14400762,Østerbø Fjellstove As,,,"Vanlig rutiner ved opplæring manuelt, scanner på qr kode for å få oversikt.
",https://logo.salesflare.com/f55e98c388f7fbd382d5927e97858785--f115365ae532de0ab89cd3d7687ab8f6,,2025-10-27 08:01:40,2025-09-02 12:53:17,2025-11-28 15:25:25,,email,2025-10-27 08:01:40,2025-10-27 08:01:40,2025-09-22 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post@aurlandsdalen.com,post@aurlandsdalen.com,+47 57 63 11 77,,,,+47 57 63 11 77,"Calendly, Expandic",,,,,,,,,,,,"1. Manuell opplæring
2. Flere forskjellige systemer
9. Manglende system for drift, regler og policies",,,
14385527,La Trattoria,,,La Trattoria,https://logo.salesflare.com/3704d80985bce677a43dab0ffe4b6a67--5489311c414849428c85e1ae1e1292b3,,2025-10-27 08:01:25,2025-08-21 10:41:58,2025-11-28 15:25:17,,email,2025-10-27 08:01:25,2025-10-27 08:01:25,2025-09-09 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post@rivierarestaurant.no,post@rivierarestaurant.no,96727024,,,,96727024,"Calendly, Expandic",,,,,Margita As,,,,,,,1. Manuell opplæring,,,
12948835,De utvalgte,https://www.utvalgte.no/,utvalgte.no,,https://logo.salesflare.com/63950c1dc04c1c4a03c406faca26d1a0--47ff8723c3d378b76cc8d7fa76fdd01a,,2025-10-22 08:03:19,2024-03-07 12:31:02,2026-01-07 13:26:32,,email,2025-10-22 08:03:19,2024-10-08 07:28:13,2024-04-10 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+47 480 00 512,,,,+47 480 00 512,"KA target, Followup",,,,,,,,,1731020668,,,,,,
15003357,Hunderfossen Turistsenter AS,,,,https://logo.salesflare.com/a8fd25e67e54dff2e9c6ce97424cb2ce--bb911469a3c4172ca44d4392bde7cdf8,,2025-10-21 12:15:00,2025-10-02 11:36:20,2025-11-28 15:30:33,,meeting-live,2025-10-21 12:15:00,,2025-10-21 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kjetil@birkebeineren.no,kjetil@birkebeineren.no,+47 93 25 59 44,,,,+47 93 25 59 44,"Calendly, Expandic",,,,,,,,,,,,2. Flere forskjellige systemer,,,
14571636,Cinque Minuti As,,,,https://logo.salesflare.com/b694107f5125a6afeb7606e7f1751c90--604ae41f51768ec7478b50b5265ee120,,2025-10-21 07:00:00,2025-09-25 11:31:24,2025-11-28 15:26:51,,meeting-live,2025-10-21 07:00:00,,2025-10-21 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post@5minuti.no,post@5minuti.no,+47 45 95 26 82,,,,+47 45 95 26 82,"Calendly, Expandic",,,,,,,,,,,,1. Manuell opplæring,,,
13655052,GRILLRESTAURANT BÅRDSHAUG AS/BÅRDSHAUG VEGKRO,,,Bruker ulike systemer,https://logo.salesflare.com/bacf25386615a48a3453d391db3eb6f3--d32ae302ad9fc44e9939fc6fde832fb8,,2025-10-20 18:23:12,2024-09-16 13:57:58,2025-11-28 15:18:57,,email,2025-10-20 18:23:12,2025-10-20 18:23:12,2025-09-30 08:00:00,,,,,,,,,,,,,,,,,,,"Løypstrengen 12,",7300,Orkanger,,Norge,,,,,,,,,,,,,,,,,,,,,post@bardshaugvegkro.no,post@bardshaugvegkro.no,,,,,,"Calendly, Maskineriet, Followup, Onboarding",,887192162,25,Tore Ølsholm,Regnskap system: Unimicro,,,,1729846348,,,,,,
15006120,Aksdal Inn Motell As,,,,https://logo.salesflare.com/c245ac9da0c2c5c298509d5fc03fab32--bdcf3b8d532f5a076c965ebd226f5d2f,,2025-10-20 08:30:00,2025-10-03 11:38:52,2025-11-28 15:30:35,,meeting-live,2025-10-20 08:30:00,,2025-10-20 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,katrin.berge@amar.no,katrin.berge@amar.no,+47 94 82 21 40,,,,+47 94 82 21 40,"Calendly, Expandic",,,,,,,,,,,,1. Manuell opplæring,,,
14523349,Hamstad Butikkdrift AS,,,,https://logo.salesflare.com/a9503f3f9bf6ea9d74943d9187d24ad3--f4a55371547dcafb28132a211b6dd56a,,2025-10-16 11:23:49,2025-09-15 10:46:18,2025-11-28 15:26:27,,forward,2025-10-16 11:23:49,2025-10-15 13:20:04,2025-09-19 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sissel@hamstad-bakeri.no,sissel@hamstad-bakeri.no,+47 97 15 57 05,,,,+47 97 15 57 05,"Calendly, Followup, Expandic",,,,,,,,,,,Negotiation,1. Manuell opplæring,,,
14387183,Liquor pig,https://liquorpigscottsdale.com/,liquorpigscottsdale.com,,https://toastability-production.s3.amazonaws.com/8y37dyirdns9adrvf7ptvplg02rb,,2025-10-15 16:00:00,2025-08-22 12:59:45,2025-10-15 16:00:26,,meeting-live,2025-10-15 16:00:00,2025-09-24 23:07:23,2025-10-15 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed - Won,,,,
13234070,Mønsj,https://xn--mnsj-gra.no/,xn--mnsj-gra.no,,https://logo.salesflare.com/bd9cdc51c9c8cb7911600bd9e9b3ec27--08f9b98362e8e1f13a57560a3fffe229,,2025-10-15 13:36:56,2024-04-24 11:06:16,2025-11-28 15:15:00,,email,2025-10-15 13:36:56,2025-10-15 13:36:56,,,,,,,,,,,,,,,,,,,,,,Arendal,,,,,,,,,,,,,,,,,,,,,,,post@monsj.no,post@monsj.no,+47 480 60 222,,,,+47 480 60 222,Followup,,,,,,,,,1729848101,,,,,,
13234072,Castelle Bar & Restaurant,https://www.castelle.no/,castelle.no,,https://logo.salesflare.com/d486109e420a91c6bb2c3a9e6cc4b682--79dc0c05cfd0b25a6994624f31c6845a,,2025-10-15 13:36:42,2024-04-24 11:09:11,2025-11-28 15:15:00,,email,2025-10-15 13:36:42,2025-10-15 13:36:42,,,,,,,,,,,,,,,,,,,,,,Arendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup,,,,,,,,,,,,,,,
13234079,Fiskebrygga AS (Pub og Vinstue),https://www.fiskebrygga.no/,fiskebrygga.no,,https://logo.salesflare.com/00555b8b04ff99e57c485e415deeea61--6f600259379de98dd3fb1d70480f5efc,,2025-10-15 13:35:39,2024-04-24 11:14:17,2025-11-28 15:15:00,,email,2025-10-15 13:35:39,2025-10-15 13:35:39,,,,,,,,,,,,,,,,,,,,,,Arendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup,,,,,,,,,1731020680,,,,,,
13234085,Madam Reiersen AS,https://madamreiersen.no/,madamreiersen.no,,https://logo.salesflare.com/dcdc2aa3391ea0cdb7c9c237efe5cfcf--7e1cf34b875bcd5aca87dd080aea05697a219c42b8073c30e52d3e8bc3178adf,,2025-10-15 13:35:36,2024-04-24 11:17:38,2025-11-28 15:15:00,,email,2025-10-15 13:35:36,2025-10-15 13:35:36,2024-05-23 12:00:00,,,,,,,,,,,,,,,,,,,,,Arendal,,,,,,,,,,,,,,,,,,,,,,,,,+47 37 02 19 00,,,,+47 37 02 19 00,Followup,,,,,,,,,1729848092,,,,,,
13611072,Huset Sandefjord AS,https://www.husetsandefjord.no,husetsandefjord.no,,https://logo.salesflare.com/95fd75320ca4e957bacf2eeeeac5a76b--e0d8446779a66f5a66a1e40a1de3ab71bfb8c2664afecb7de49fd70b3745afbc,,2025-10-15 13:34:55,2024-08-20 10:46:57,2025-11-28 15:18:34,,email,2025-10-15 13:34:55,2025-10-15 13:34:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup,,923626298,,,,,,,,,,,,,
13639743,Lucky Sushi,https://luckysushi.no,luckysushi.no,,https://logo.salesflare.com/0f014cd665fb7bca7c90f45e307ca097--a20d8123a03638662b05039a89c7aeed,,2025-10-15 13:34:29,2024-09-03 14:24:21,2025-11-28 15:18:48,,email,2025-10-15 13:34:29,2025-10-15 13:34:29,,,,,,,,,,,,,,,,,,,,Drangedalsvegen 2,3920,Porsgrunn,,,,,,,,,,,,,,,,,,,,,,,hei@luckysushi.no,hei@luckysushi.no,904 29 770,,,,904 29 770,"Porsgrunn min by, Followup",,,,,,,,,,,,,,,
13234098,Smashed Arendal,https://www.smashed.no,smashed.no,,https://logo.salesflare.com/5aef724e7bc0ed545a059c0980fc00b7--eec0c8c40e122e5f892f9f5851ada1c9,,2025-10-15 13:33:19,2024-04-24 11:26:53,2025-11-28 15:15:00,,email,2025-10-15 13:33:19,2025-10-15 13:33:19,2024-06-24 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup,,,,,,,,,1729846217,,,,,,
13612781,olavsbergetcamping.no,https://olavsbergetcamping.no,olavsbergetcamping.no,,https://logo.salesflare.com/991816f7364267f3b624ea76341235f9--52bec8b43000bb41e9396c585ad5b7e0207391e41c6e74892395e490f3b2fa03,,2025-10-15 13:33:05,2024-08-22 14:24:42,2025-11-28 15:18:35,,email,2025-10-15 13:33:05,2025-10-15 13:33:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Followup,,,,,,,,,1731020670,,,,,,
12905969,El Paso Western Saloon,https://elpaso.no/,elpaso.no,,https://logo.salesflare.com/def2ac786232d3b1b838d2b10ef22960--311eb2de9f1f82dba4eab6e5b09c8273,,2025-10-15 13:32:30,2024-02-27 09:57:42,2025-11-28 15:12:28,,email,2025-10-15 13:32:30,2025-10-15 13:32:30,2024-04-11 08:00:00,,,,,,,,,,,,,,,,,,,P.A.Heuchs gate 35,3791,KRAGERØ,VESTFOLD OG TELEMARK,,,,,,,,,,,,,,,,,,,,,,elpaso@aco.no,elpaso@aco.no,35981532,,,,35981532,"Telemark, import_2024-02-27_09:50:00, Followup",,931067869,39,Mehmed Mustafa Mehmed,,,,,1729848088,,,,,,
13732934,SOJU AS/SOJU RESTAURANT,,,,https://logo.salesflare.com/6b349b79e216c64354f990cf581861d0--746d73ce881632b515134671a1882b3e,,2025-10-15 13:32:10,2024-10-10 13:56:39,2025-11-28 15:19:39,,email,2025-10-15 13:32:10,2025-10-15 13:32:10,2024-10-22 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ayhamalhaj@gmail.com,ayhamalhaj@gmail.com,96 71 62 28,,,,96 71 62 28,"Calendly, Maskineriet, Followup",,,,,,,,400,1731711900,,,,,,
13652502,VESUVIO CAFÈ AS,,,,https://logo.salesflare.com/4669bbd1cae49fc7a20be6bb21998193--e22d9a4dff4780acdcf1119764829997,,2025-10-15 13:31:54,2024-09-13 10:12:30,2025-11-28 15:18:55,,email,2025-10-15 13:31:54,2025-10-15 13:31:54,2025-03-31 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vesuviocafeoslo@gmail.com,vesuviocafeoslo@gmail.com,91 87 89 86,,,,91 87 89 86,"Calendly, Followup",,,,,,,,,1729846354,,,,,,
